method,reward,cost,cost_pct_of_120b,reward_pct_of_120b,label,lambda,source
Direct random,0.400193008,0.00414930755683,29.837,84.782,0.1362*solver:openai/gpt-oss-20b + 0.8638*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400322112,0.00416147561418,29.925,84.809,0.1270*solver:openai/gpt-oss-20b + 0.8730*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400432772,0.00417190537762,30.000,84.832,0.1191*solver:openai/gpt-oss-20b + 0.8809*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400451216,0.00417364367153,30.012,84.836,0.1177*solver:openai/gpt-oss-20b + 0.8823*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400580319,0.00418581172888,30.100,84.864,0.1085*solver:openai/gpt-oss-20b + 0.8915*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400709423,0.00419797978623,30.188,84.891,0.0993*solver:openai/gpt-oss-20b + 0.9007*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400801640,0.00420667125577,30.250,84.911,0.0927*solver:openai/gpt-oss-20b + 0.9073*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400838527,0.00421014784358,30.275,84.918,0.0900*solver:openai/gpt-oss-20b + 0.9100*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.400967631,0.00422231590094,30.363,84.946,0.0808*solver:openai/gpt-oss-20b + 0.9192*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401096735,0.00423448395829,30.450,84.973,0.0716*solver:openai/gpt-oss-20b + 0.9284*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401170508,0.00424143713392,30.500,84.989,0.0663*solver:openai/gpt-oss-20b + 0.9337*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401225838,0.00424665201564,30.537,85.000,0.0624*solver:openai/gpt-oss-20b + 0.9376*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401354942,0.00425882007299,30.625,85.028,0.0531*solver:openai/gpt-oss-20b + 0.9469*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401484046,0.00427098813034,30.712,85.055,0.0439*solver:openai/gpt-oss-20b + 0.9561*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401539376,0.00427620301206,30.750,85.067,0.0399*solver:openai/gpt-oss-20b + 0.9601*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401613150,0.00428315618769,30.800,85.082,0.0347*solver:openai/gpt-oss-20b + 0.9653*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401742254,0.00429532424504,30.888,85.110,0.0254*solver:openai/gpt-oss-20b + 0.9746*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401871357,0.0043074923024,30.975,85.137,0.0162*solver:openai/gpt-oss-20b + 0.9838*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.401908244,0.00431096889021,31.000,85.145,0.0136*solver:openai/gpt-oss-20b + 0.9864*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.402000461,0.00431966035975,31.062,85.165,0.0070*solver:openai/gpt-oss-20b + 0.9930*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,,computed_convex_hull
Direct random,0.402119691,0.0043318284171,31.150,85.190,0.9997*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0003*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402208536,0.00434399647445,31.237,85.209,0.9984*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0016*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402221228,0.00434573476836,31.250,85.211,0.9982*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0018*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402297381,0.0043561645318,31.325,85.227,0.9971*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0029*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402386226,0.00436833258915,31.413,85.246,0.9959*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0041*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402475071,0.0043805006465,31.500,85.265,0.9946*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0054*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402563916,0.00439266870385,31.588,85.284,0.9933*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0067*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402652761,0.00440483676121,31.675,85.303,0.9921*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0079*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402728914,0.00441526652465,31.750,85.319,0.9910*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0090*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402741606,0.00441700481856,31.762,85.322,0.9908*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0092*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402830451,0.00442917287591,31.850,85.340,0.9895*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0105*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402919296,0.00444134093326,31.938,85.359,0.9883*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0117*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.402982757,0.0044500324028,32.000,85.373,0.9873*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0127*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403008141,0.00445350899061,32.025,85.378,0.9870*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0130*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403096986,0.00446567704796,32.112,85.397,0.9857*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0143*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403185831,0.00447784510531,32.200,85.416,0.9844*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0156*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403236599,0.00448479828094,32.250,85.426,0.9837*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0163*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403274676,0.00449001316267,32.288,85.434,0.9832*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0168*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403363521,0.00450218122002,32.375,85.453,0.9819*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0181*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403452366,0.00451434927737,32.462,85.472,0.9806*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0194*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403490442,0.00451956415909,32.500,85.480,0.9801*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0199*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403541211,0.00452651733472,32.550,85.491,0.9794*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0206*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403630055,0.00453868539207,32.638,85.510,0.9781*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0219*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403718900,0.00455085344942,32.725,85.529,0.9768*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0232*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403744285,0.00455433003724,32.750,85.534,0.9765*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0235*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403807745,0.00456302150677,32.812,85.547,0.9755*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0245*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403896590,0.00457518956413,32.900,85.566,0.9743*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0257*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403985435,0.00458735762148,32.987,85.585,0.9730*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0270*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.403998127,0.00458909591538,33.000,85.588,0.9728*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0272*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404074280,0.00459952567883,33.075,85.604,0.9717*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0283*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404163125,0.00461169373618,33.162,85.623,0.9705*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0295*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404251970,0.00462386179353,33.250,85.642,0.9692*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0308*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404340815,0.00463602985088,33.337,85.660,0.9679*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0321*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404429660,0.00464819790823,33.425,85.679,0.9667*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0333*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404505813,0.00465862767168,33.500,85.695,0.9656*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0344*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404518505,0.00466036596559,33.513,85.698,0.9654*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0346*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404607350,0.00467253402294,33.600,85.717,0.9641*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0359*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404696195,0.00468470208029,33.688,85.736,0.9628*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0372*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404759655,0.00469339354983,33.750,85.749,0.9619*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0381*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404785040,0.00469687013764,33.775,85.754,0.9616*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0384*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404873885,0.00470903819499,33.862,85.773,0.9603*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0397*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.404962730,0.00472120625234,33.950,85.792,0.9590*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0410*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405013498,0.00472815942797,34.000,85.803,0.9583*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0417*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405051575,0.00473337430969,34.038,85.811,0.9578*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0422*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405140420,0.00474554236705,34.125,85.830,0.9565*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0435*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405229264,0.0047577104244,34.212,85.849,0.9552*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0448*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405267341,0.00476292530612,34.250,85.857,0.9547*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0453*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405318109,0.00476987848175,34.300,85.867,0.9540*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0460*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405406954,0.0047820465391,34.388,85.886,0.9527*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0473*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405495799,0.00479421459645,34.475,85.905,0.9514*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0486*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405521184,0.00479769118427,34.500,85.910,0.9510*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0490*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405584644,0.0048063826538,34.562,85.924,0.9501*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0499*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405673489,0.00481855071115,34.650,85.943,0.9489*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0511*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405762334,0.00483071876851,34.737,85.962,0.9476*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0524*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405775026,0.00483245706241,34.750,85.964,0.9474*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0526*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405851179,0.00484288682586,34.825,85.980,0.9463*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0537*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.405940024,0.00485505488321,34.913,85.999,0.9451*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0549*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.406028869,0.00486722294056,35.000,86.018,0.9438*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0562*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.406282712,0.00490198881871,35.250,86.072,0.9402*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0598*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.406536554,0.00493675469685,35.500,86.126,0.9365*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0635*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.406790397,0.004971520575,35.750,86.179,0.9329*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0671*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.407044240,0.00500628645315,36.000,86.233,0.9293*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0707*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.407298083,0.00504105233129,36.250,86.287,0.9256*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0744*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.407551925,0.00507581820944,36.500,86.341,0.9220*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0780*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.407805768,0.00511058408759,36.750,86.394,0.9184*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0816*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.408059611,0.00514534996573,37.000,86.448,0.9147*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0853*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.408313453,0.00518011584388,37.250,86.502,0.9111*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0889*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.408567296,0.00521488172203,37.500,86.556,0.9075*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0925*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.408821139,0.00524964760017,37.750,86.610,0.9039*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0961*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.409074981,0.00528441347832,38.000,86.663,0.9002*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.0998*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.409328824,0.00531917935647,38.250,86.717,0.8966*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1034*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.409582667,0.00535394523462,38.500,86.771,0.8930*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1070*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.409836510,0.00538871111276,38.750,86.825,0.8893*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1107*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.410090352,0.00542347699091,39.000,86.878,0.8857*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1143*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.410344195,0.00545824286906,39.250,86.932,0.8821*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1179*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.410598038,0.0054930087472,39.500,86.986,0.8784*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1216*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.410851880,0.00552777462535,39.750,87.040,0.8748*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1252*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.411105723,0.0055625405035,40.000,87.094,0.8712*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1288*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.411359566,0.00559730638164,40.250,87.147,0.8676*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1324*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.411613408,0.00563207225979,40.500,87.201,0.8639*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1361*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.411867251,0.00566683813794,40.750,87.255,0.8603*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1397*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.412121094,0.00570160401608,41.000,87.309,0.8567*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1433*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.412374937,0.00573636989423,41.250,87.362,0.8530*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1470*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.412628779,0.00577113577238,41.500,87.416,0.8494*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1506*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.412882622,0.00580590165052,41.750,87.470,0.8458*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1542*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.413136465,0.00584066752867,42.000,87.524,0.8421*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1579*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.413390307,0.00587543340682,42.250,87.578,0.8385*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1615*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.413644150,0.00591019928497,42.500,87.631,0.8349*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1651*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.413897993,0.00594496516311,42.750,87.685,0.8313*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1687*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.414151836,0.00597973104126,43.000,87.739,0.8276*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1724*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.414405678,0.00601449691941,43.250,87.793,0.8240*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1760*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.414659521,0.00604926279755,43.500,87.846,0.8204*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1796*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.414913364,0.0060840286757,43.750,87.900,0.8167*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1833*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.415167206,0.00611879455385,44.000,87.954,0.8131*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1869*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.415421049,0.00615356043199,44.250,88.008,0.8095*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1905*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.415674892,0.00618832631014,44.500,88.061,0.8058*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1942*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.415928734,0.00622309218829,44.750,88.115,0.8022*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.1978*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.416182577,0.00625785806643,45.000,88.169,0.7986*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2014*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.416436420,0.00629262394458,45.250,88.223,0.7950*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2050*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.416690263,0.00632738982273,45.500,88.277,0.7913*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2087*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.416944105,0.00636215570087,45.750,88.330,0.7877*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2123*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.417197948,0.00639692157902,46.000,88.384,0.7841*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2159*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.417451791,0.00643168745717,46.250,88.438,0.7804*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2196*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.417705633,0.00646645333531,46.500,88.492,0.7768*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2232*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.417959476,0.00650121921346,46.750,88.545,0.7732*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2268*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.418213319,0.00653598509161,47.000,88.599,0.7695*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2305*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.418467161,0.00657075096976,47.250,88.653,0.7659*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2341*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.418721004,0.0066055168479,47.500,88.707,0.7623*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2377*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.418974847,0.00664028272605,47.750,88.761,0.7587*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2413*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.419228690,0.0066750486042,48.000,88.814,0.7550*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2450*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.419482532,0.00670981448234,48.250,88.868,0.7514*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2486*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.419736375,0.00674458036049,48.500,88.922,0.7478*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2522*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.419990218,0.00677934623864,48.750,88.976,0.7441*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2559*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.420244060,0.00681411211678,49.000,89.029,0.7405*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2595*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.420497903,0.00684887799493,49.250,89.083,0.7369*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2631*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.420751746,0.00688364387308,49.500,89.137,0.7333*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2667*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.421005589,0.00691840975122,49.750,89.191,0.7296*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2704*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.421259431,0.00695317562937,50.000,89.245,0.7260*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2740*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.421513274,0.00698794150752,50.250,89.298,0.7224*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2776*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.421767117,0.00702270738566,50.500,89.352,0.7187*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2813*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.422020959,0.00705747326381,50.750,89.406,0.7151*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2849*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.422274802,0.00709223914196,51.000,89.460,0.7115*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2885*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.422528645,0.0071270050201,51.250,89.513,0.7078*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2922*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.422782487,0.00716177089825,51.500,89.567,0.7042*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2958*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.423036330,0.0071965367764,51.750,89.621,0.7006*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.2994*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.423290173,0.00723130265455,52.000,89.675,0.6970*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3030*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.423544016,0.00726606853269,52.250,89.729,0.6933*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3067*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.423797858,0.00730083441084,52.500,89.782,0.6897*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3103*solver:openai/gpt-oss-120b,,computed_convex_hull
